sample	init_young	init_poisson	opt_young	opt_poisson	init_wcs	opt_wcs	init_zcompress_min	init_zcompress_max	opt_zcompress_min	opt_zcompress_max	init_zcompress_sim_min	init_zcompress_sim_max	opt_zcompress_sim_min	opt_zcompress_sim_max	init_zcompress_sim_2x2x1_min	init_zcompress_sim_2x2x1_max	opt_zcompress_sim_2x2x1_min	opt_zcompress_sim_2x2x1_max
0646_223	0.03125326125515848	0.06264265823222531	0.03128565463119923	0.06342111017591454	1.1367235368489319e+04	2.6207725859618463e+03	-1.7423394892196495e+02	5.1312071971409210e+01	-6.2833213108805552e+01	4.7556193852196870e+01	-8.3969827650604628e+01	2.5122741640792118e+01	-3.2942953784857380e+01	2.6538560972511579e+01	-8.5351940095167464e+01	2.6260649926290903e+01	-3.2824444628270562e+01	2.6454166005100486e+01	
0646_224	0.03131971403192858	0.2192717392436717	0.03131209140454817	0.2182073492947195	8.1661194955355768e+03	2.7018611599574915e+03	-1.5961691318050711e+02	6.0157344434133925e+01	-7.4942390335871707e+01	5.1646641825989619e+01	-6.1356216538053978e+01	3.2139944928634378e+01	-3.3413801944120294e+01	2.1672262131093934e+01	-6.1715529660487306e+01	3.3300738154104316e+01	-3.3946574603617961e+01	2.1931628689001919e+01	
0646_225	0.03129323099550355	0.1867034200060693	0.03129778791451867	0.1870797851251908	9.8872624419820986e+03	2.7738626355516089e+03	-1.7664493601244342e+02	5.7861783358965944e+01	-7.1250249191655513e+01	4.7181046260866076e+01	-6.8275356247212414e+01	2.7613814046928358e+01	-3.2944683233656789e+01	2.1907339887632428e+01	-6.8730118297165760e+01	2.8726011738119826e+01	-3.5106878563570994e+01	2.3003764566723866e+01	
0646_226	0.03131924618312188	0.1247663796301737	0.0311282920287254	0.1250527105843916	1.1155049876344916e+04	2.8773836428352638e+03	-1.9938566051048795e+02	5.0042501640153340e+01	-7.8392551280397257e+01	4.6687308141961616e+01	-8.6973250989000334e+01	2.3028322286053942e+01	-3.4525746985803003e+01	2.2771731739463210e+01	-8.7989502982038204e+01	2.4269354716204475e+01	-3.5801545305862312e+01	2.2931342338342727e+01	
0646_230	0.03133704693425454	-0.06197365674332814	0.03138168203561259	-0.06190096332114209	1.2641882179431990e+04	2.5490639869191455e+03	-1.7722921943206774e+02	5.8104039378429285e+01	-6.7628390546971389e+01	4.7862944081387127e+01	-9.4930529294567819e+01	2.3267976985124889e+01	-3.4800298039977058e+01	2.7343613789043776e+01	-9.7053713685753536e+01	2.5522192536841796e+01	-3.4951698545033771e+01	2.7631235280328703e+01	
0646_231	0.03146291237183042	-0.1555818902304943	0.03177359448999342	-0.1563272881281229	1.1146452548607866e+04	3.1754204886999264e+03	-1.4223154118626107e+02	7.9157074712166846e+01	-9.0502975273115425e+01	4.7036660467650130e+01	-7.5832666974603669e+01	2.6913979498554298e+01	-4.4228054571297129e+01	2.6009668183680596e+01	-8.0072249942792425e+01	3.0110212497839200e+01	-4.5170180412917510e+01	2.6662292629508947e+01	
0646_238	0.03936035393810216	0.03094528902932659	0.03929031025975581	0.02999953638826293	1.0319381867117176e+04	2.0830001609371006e+03	-1.8687442666888234e+02	5.6344190581351938e+01	-7.1573688549268240e+01	4.9052066384743746e+01	-9.3083969670507756e+01	2.9106034997510715e+01	-3.5345443536358829e+01	2.6367526433906111e+01	-9.5390309350556066e+01	2.9960110049291433e+01	-3.6487147924699627e+01	2.6618814035999534e+01	
0646_248	0.03939903423649752	0.094660188697012	0.03942486157640142	0.0940959521659617	1.2138739503028402e+04	2.2180722340850725e+03	-2.4456414594519134e+02	5.6652160406213397e+01	-6.0222826916568238e+01	4.9068612120958818e+01	-1.1411466694731639e+02	2.8131612924919867e+01	-3.0490223775791641e+01	2.6005274853921687e+01	-1.1650808731516472e+02	2.9310586399970081e+01	-3.1071743920404117e+01	2.6473583267534096e+01	
0646_253	0.03938965623001112	0.3439945065122302	0.03959543166431268	0.332804527350152	8.1816480367303584e+03	2.7738909229814408e+03	-2.7220678321796947e+02	9.5494214197258088e+01	-8.4041596804392384e+01	4.4647951155429766e+01	-1.0820509281920980e+02	4.5987475365733793e+01	-3.1537828204937785e+01	2.2930004581547383e+01	-1.0851272601662990e+02	4.5932246056278451e+01	-3.2053794451919266e+01	2.3394466585294250e+01	
0646_255	0.0393801533127819	-0.1560584735211769	0.03932388584067881	-0.1562063956381425	1.4365305184111347e+04	2.6460876571631579e+03	-2.3699642111555715e+02	7.9917451134001766e+01	-7.8662091636376999e+01	5.7079445904771873e+01	-1.3139466309533606e+02	2.7874538760443382e+01	-3.5282473667398428e+01	3.0335619507270646e+01	-1.4006861983290904e+02	3.0154026355782499e+01	-3.8578616371283353e+01	3.1136704706366324e+01	
0646_258	0.03937769087622709	-0.06235094817632618	0.04002348510792719	-0.06679928151774638	1.0315808760109894e+04	2.3482844905012016e+03	-1.7323192102135619e+02	6.5477701431061064e+01	-7.8107331651820672e+01	4.8797689814891960e+01	-9.8080009000700272e+01	2.6803303886046230e+01	-4.0901398484572098e+01	2.7769371033526379e+01	-9.9949609467671721e+01	2.8311200293090124e+01	-4.1729698697153708e+01	2.8303267773004041e+01	
0646_271	0.03950706289497266	-5.308861403443828e-05	0.03953913917654603	0.0005559479256979847	1.1022557061797779e+04	2.1526148526213697e+03	-2.0765816365920472e+02	6.3769904879353611e+01	-6.1480289396234703e+01	4.4133537543061600e+01	-1.0464570987708194e+02	2.9632545642333366e+01	-3.0915762519206570e+01	2.5626326305431508e+01	-1.0750592793404412e+02	3.0409701203323493e+01	-3.1772921959647945e+01	2.6409391058011803e+01	
0646_279	0.04960596540441305	-0.2178492075099392	0.04947375841974287	-0.2190031166866844	1.1589422395790190e+04	1.9824751574607471e+03	-1.6728491019709244e+02	1.2744881574533751e+02	-8.9252451144710633e+01	5.9900273162800822e+01	-1.1570225413564565e+02	3.1992982747002998e+01	-3.8674436105374561e+01	2.9795420900981881e+01	-1.2181390014003539e+02	4.2917183085443035e+01	-4.3629827873320835e+01	3.0590402897114782e+01	
0646_282	0.04964993357980492	-0.1248245770409842	0.04971710059693416	-0.1237391401031921	1.2052610430724986e+04	2.2979035717571792e+03	-2.5371856575168013e+02	1.1332068599486735e+02	-8.4560382310723256e+01	6.7139649050316507e+01	-1.4008036169137705e+02	3.5268235212352302e+01	-3.7968402308476676e+01	3.4069027409593090e+01	-1.4629097967012257e+02	4.4354958209956820e+01	-4.1788345850510048e+01	3.5214629582337594e+01	
0646_285	0.04958506159869634	0.2185497498175606	0.04956424659463522	0.2188586391051585	7.3545551039610755e+03	1.9091874323537534e+03	-2.1606049176420359e+02	7.0621391582280921e+01	-8.2457674413956269e+01	5.2762425754800631e+01	-8.0606165898560405e+01	3.1904929229293028e+01	-3.6414845377243743e+01	2.2481913832315303e+01	-8.1091836836891659e+01	3.3462929197007206e+01	-3.6840735396602177e+01	2.2886354016006027e+01	
0646_290	0.0496041981892039	-0.06224801413590973	0.04950126881730436	-0.06265337006787981	1.0585628809817184e+04	1.8051367885208272e+03	-2.2987588647405826e+02	7.9428019906002078e+01	-7.5650209299710014e+01	5.5467839578201044e+01	-1.2077880436662227e+02	3.0814133059995040e+01	-3.9920922344330485e+01	3.0795845780297796e+01	-1.2436773206357293e+02	3.4119138846105137e+01	-4.0015720918761133e+01	3.0976329490005650e+01	
0646_298	0.04970134208881139	-1.3649783970116e-05	0.04968337583561781	6.549908445561723e-05	7.8907323801560033e+03	1.7548745090051016e+03	-1.8963724297389223e+02	7.8452009635869899e+01	-7.8398476953869192e+01	5.3425315464324520e+01	-9.8176484183086160e+01	3.3215873487879115e+01	-3.9336483773499573e+01	2.9137053422961856e+01	-1.0058250880824008e+02	3.6653563992018562e+01	-3.9542685624470828e+01	2.9210250965500581e+01	
0646_300	0.04963427380307923	-0.09377333141288731	0.04960105341580912	-0.09385674617841687	1.0671110762197306e+04	1.7960159771966537e+03	-2.2860505124475952e+02	1.0405171845460531e+02	-7.5532199368159652e+01	5.3966207323385717e+01	-1.2956195927265387e+02	3.4291673483422777e+01	-3.9523239125503878e+01	2.9785463934314127e+01	-1.3295833103808522e+02	4.2786842108467226e+01	-3.9757562737736656e+01	3.0201166861069357e+01	
0646_305	0.04981439234474178	0.03178295330521619	0.04970533196324273	0.03184942929682812	9.2623327581296908e+03	1.9036839283080869e+03	-2.3484518651867552e+02	6.5332224153862526e+01	-8.1399109386045282e+01	5.1223531270999409e+01	-1.1867385336250038e+02	3.4387540727932560e+01	-4.2878620153010303e+01	2.9428704875287199e+01	-1.2129123518532222e+02	3.5294116095416250e+01	-4.2729169225800746e+01	2.9337470260143828e+01	
0646_307	0.04984238909562699	-0.1562207036349914	0.05011432806295513	-0.1552557935128121	8.5142627809659571e+03	2.0311934496795977e+03	-1.7224551902773845e+02	1.4168107840016958e+02	-7.6384442331023479e+01	6.1192195492870496e+01	-9.2801573908704398e+01	4.1032617968994529e+01	-3.6392622606664283e+01	3.1130934507845385e+01	-9.8568004625135572e+01	5.2898618069378912e+01	-3.7699203247663199e+01	3.2234612586450297e+01	
0646_313	0.06234271296671506	-0.124566851158944	0.0622763571172731	-0.1227345793663745	8.9263612617990439e+03	1.7033528963653143e+03	-2.4907216824592388e+02	1.3619021757698684e+02	-7.3835552741132673e+01	5.8289749364612213e+01	-1.3829672669263121e+02	4.2124279330170651e+01	-3.7552347164586195e+01	3.5179236715632037e+01	-1.4254385877344311e+02	5.3169891834727821e+01	-3.8894255412869619e+01	3.6279874511568586e+01	
0646_319	0.0625011516466466	-0.1562781421566098	0.06236546140044777	-0.1566032701385523	1.0786159888749131e+04	1.8064496504214680e+03	-2.8553131159547860e+02	1.4411843493776735e+02	-1.0099971267277191e+02	6.5474960952230859e+01	-1.5823733395140914e+02	4.1174433078513779e+01	-4.7719441661380316e+01	3.5406797450078649e+01	-1.6674528452110974e+02	5.3740775469411929e+01	-4.9599829690426382e+01	3.7156718178173044e+01	
0646_329	0.06255666069438143	0.09414113506081771	0.06253329576808764	0.09363844924716218	7.3354329967260937e+03	1.5012906463119632e+03	-2.2564692063189037e+02	7.4864090297847881e+01	-8.8140623084822707e+01	5.7854151160683223e+01	-1.0824479156494128e+02	3.8532414968854702e+01	-4.3323160489398468e+01	2.8836420987135053e+01	-1.1047764319859856e+02	3.9383655030641641e+01	-4.4583206579666992e+01	2.9661933965625785e+01	
0646_333	0.06257749564495958	0.1248898248074343	0.06283756920300997	0.1227095414332461	7.5603362328130979e+03	1.5111851049637862e+03	-2.5095961327756714e+02	7.6260989098599467e+01	-7.9679549697486380e+01	5.9962591509062321e+01	-1.1424215648837396e+02	3.7344777382952522e+01	-3.9195275476029565e+01	2.9249977208164324e+01	-1.1670964001071781e+02	3.8333929234861031e+01	-3.9954091777511415e+01	2.9826969935047703e+01	
0646_338	0.06258355339337501	-0.09371499810579836	0.06256147661854761	-0.09488794583028098	8.5449802323608783e+03	1.7040893368981522e+03	-2.2943545220712841e+02	1.0490577440987681e+02	-8.4864923006525885e+01	5.9392789522083000e+01	-1.2585721264934634e+02	3.8596153243903487e+01	-4.0627249466239732e+01	3.4373741273307992e+01	-1.2943716623526942e+02	4.3036723453793527e+01	-4.2475612356207435e+01	3.5288211425503825e+01	
0646_342	0.06268702062770683	0.1877339488079505	0.06267466690457342	0.1873077249320584	6.0751271511095474e+03	1.7402034827478467e+03	-2.2505118271235057e+02	7.0823879710545498e+01	-8.8054875849354062e+01	6.3764983605844940e+01	-9.0979453828349804e+01	3.4397646060094871e+01	-4.2381256142537929e+01	3.1680031565801439e+01	-9.1906210775119732e+01	3.6883383687644681e+01	-4.2250910079659022e+01	3.1516784418116959e+01	
0646_349	0.07859668345189173	0.0313433821146003	0.07856968685581651	0.03151351761492129	7.0552519462626769e+03	1.2231706084635700e+03	-2.9190342659717516e+02	9.8441399222841895e+01	-8.5937032327716125e+01	5.6030571678246964e+01	-1.5070953476113561e+02	4.1953163043538034e+01	-4.5353739738381840e+01	3.2353202572440374e+01	-1.5359929255019193e+02	4.8279499156845382e+01	-4.5338189894452675e+01	3.2369605210029640e+01	
0646_355	0.0787991169828751	-0.1241467321392861	0.07881664707563789	-0.1250187082185152	6.5635307193612125e+03	1.6978385992216977e+03	-2.3296039231264180e+02	1.3734639899069390e+02	-9.9081381357402790e+01	6.5771012407068596e+01	-1.1940572839337932e+02	4.2750305817358402e+01	-4.6020505272211359e+01	3.5004728200039416e+01	-1.2515909434611910e+02	5.3927331496822852e+01	-4.9599786759076139e+01	3.5275851912767202e+01	
0646_358	0.0787708959052377	-0.09326763059906305	0.07865141617602793	-0.09277509766089068	7.4417465565518123e+03	1.5473488970243038e+03	-2.5725347589711100e+02	1.4212011657523200e+02	-1.0439967687000424e+02	6.9279646086714450e+01	-1.3696808579968575e+02	4.7428299904239260e+01	-4.9113878698815917e+01	3.8259509181910964e+01	-1.3921102369058627e+02	5.8545993676226452e+01	-5.2716063396937606e+01	3.8321370480846980e+01	
0646_362	0.07872567015001038	0.0006560932261053848	0.07872151293564018	0.0005994972079401278	6.8733691964713562e+03	1.3084784173717630e+03	-2.6022669613264014e+02	9.4096187102072221e+01	-8.6628816838637576e+01	6.7181934183042799e+01	-1.3886934125682453e+02	3.8051484679199262e+01	-4.5177334281410026e+01	3.8183751791623777e+01	-1.4192355966048382e+02	4.4075695366971885e+01	-4.5167053759776373e+01	3.8199694760836707e+01	
0646_363	0.07880479096111803	0.1248928613078762	0.07865099343819512	0.1247128546169035	6.0897921891496917e+03	1.2940460877594119e+03	-2.6448035937918712e+02	7.8637067792000437e+01	-9.4097690510438028e+01	6.0333188131614541e+01	-1.2008764649074065e+02	3.9014555062768927e+01	-4.6353007234857799e+01	3.0737289578191092e+01	-1.2201264819801520e+02	4.0068329352534839e+01	-4.7166902376067924e+01	3.1110582353418291e+01	
0646_371	0.07878960337690458	0.3439856885826811	0.07947192151870061	0.3455622440221843	6.0505436779820666e+03	1.6074355882370016e+03	-3.3124349326485327e+02	1.0956573679078878e+02	-1.2082286912099744e+02	7.4949444191457587e+01	-1.1027060726509659e+02	7.2697984016688409e+01	-3.6294092863605563e+01	2.8216630135515793e+01	-1.1059076419312002e+02	7.2620194630578339e+01	-3.7862799335000048e+01	2.8721139084415292e+01	
0646_372	0.07876981860648072	0.1564675687856203	0.07906982870580952	0.1560960845819316	7.4629367644191352e+03	1.3475670751324021e+03	-3.2444726895916949e+02	7.7740373090898117e+01	-9.7837872275882376e+01	6.2271837824291097e+01	-1.4037113248219924e+02	3.8195473003059163e+01	-4.5747962890943768e+01	2.9040722641333161e+01	-1.4318059704881125e+02	3.9122907948221773e+01	-4.7427735762305367e+01	2.9704564389504288e+01	
0646_375	0.07897946734987246	0.09368843698079181	0.07900628079830781	0.09438273632801195	5.7634414049797970e+03	1.2413602089275255e+03	-2.3647615807372904e+02	8.4060868364697583e+01	-8.8745049940250766e+01	6.4973644612465279e+01	-1.1337646727619072e+02	4.0483477430623687e+01	-4.3826278902079956e+01	3.2339975795148099e+01	-1.1563704557571334e+02	4.3358552704982074e+01	-4.5951571904314669e+01	3.3220828937935480e+01	
0646_381	0.07903592407378286	0.06288301648311888	0.07991170748830802	0.06673102923138916	8.0631226974425863e+03	1.4039144562317497e+03	-3.0699528405551411e+02	8.1810935288406597e+01	-9.9933863243372755e+01	6.5819877893866277e+01	-1.5174857034487889e+02	4.0265910732458373e+01	-4.9380706570540504e+01	3.5019086392111880e+01	-1.5575193265750934e+02	4.1728107626973127e+01	-5.0566285511977703e+01	3.5664908156844106e+01	
0646_382	0.07900913209856682	-0.03130364667580643	0.07904957055746749	-0.03226895080447522	7.1424303142585286e+03	1.3373527779171495e+03	-2.5406607491798212e+02	1.1980531141229257e+02	-9.0213427550033373e+01	6.2227575413790639e+01	-1.3443980210087020e+02	4.5642834176170503e+01	-4.8917380761466184e+01	3.6716654245542585e+01	-1.3895074945415328e+02	5.3810845083403166e+01	-4.9397724532148949e+01	3.7291449886117697e+01	
0646_387	0.09876060787554201	0.09444982729053694	0.0989007298014563	0.09513629926598341	5.9899212563561150e+03	1.1138265654104234e+03	-3.1428941178858366e+02	8.7338897770939795e+01	-9.4994302547570371e+01	7.1393697667740270e+01	-1.5098390194483537e+02	4.2791409944976301e+01	-4.7924660109566553e+01	3.8807802372805170e+01	-1.5412120048666998e+02	4.6958349104075758e+01	-4.8933908882780266e+01	3.9207595901167338e+01	
0646_391	0.09907183294464329	-0.280689711258384	0.09948379975332566	-0.2789777167712386	7.0003927449714765e+03	1.4240015473228582e+03	-3.3306564724482558e+02	1.0410014539141564e+02	-1.2842564607928529e+02	9.6592088151462519e+01	-1.7280763153656093e+02	4.6055596367225924e+01	-6.0530316408838416e+01	4.2705902501327145e+01	-1.8573685865774331e+02	6.7634774083375376e+01	-6.3671900016906065e+01	4.2132982549396878e+01	
0646_398	0.09911068185445725	0.1568564092356471	0.09931568035835631	0.156615882219615	5.4075300330030659e+03	1.1241674234646864e+03	-3.1816210724172828e+02	8.4154421870340698e+01	-1.0552071050580254e+02	6.8151086350186333e+01	-1.4009851652356872e+02	4.2493665427617721e+01	-5.1331065761094543e+01	3.3795009596498822e+01	-1.4171877301133387e+02	4.3680544723420020e+01	-5.1817759901163846e+01	3.3937166976117418e+01	
0646_399	0.09929893822314083	-0.03076689459382623	0.09942301299962598	-0.03147251173597184	6.7339554044041606e+03	1.1605293560380965e+03	-3.2008430677716319e+02	1.2823109764263222e+02	-9.3249939997824896e+01	5.7637771237191870e+01	-1.6501013757793456e+02	4.9264426281950136e+01	-4.5168413290609763e+01	3.0727366715350744e+01	-1.7106146180277051e+02	5.7729706517386326e+01	-4.6063125148885810e+01	3.1789953285478237e+01	
0646_402	0.09928040832184841	0.1872368777532692	0.09923955466559056	0.1861166822014534	6.2440999124250375e+03	1.2652890230488103e+03	-3.9698772640991723e+02	8.0680536281638453e+01	-1.0270692176390315e+02	8.0798911282150527e+01	-1.6345404762237246e+02	4.2067802024143255e+01	-4.6100960445578636e+01	3.5543677035168862e+01	-1.6452814866100275e+02	4.2782392215760474e+01	-4.7760121845141974e+01	3.6668196100461827e+01	
0646_408	0.09933013757926988	-0.2495199708900737	0.09962978260792557	-0.246754243519917	8.0156757939868885e+03	1.4824344906332396e+03	-3.6609181947431694e+02	1.0749096098124441e+02	-1.2114412174507001e+02	7.7296072681529310e+01	-1.9336015909290447e+02	4.8554508920132484e+01	-5.0224825245457417e+01	3.7925261227430553e+01	-2.0491544291381931e+02	6.3334056187388370e+01	-5.8279375610124561e+01	4.1261677010655475e+01	
0646_411	0.09937822979078689	0.2192665778337111	0.0996457862107985	0.2189619577323152	5.8807151381705144e+03	1.1633950104980470e+03	-3.6792476245689318e+02	8.5516593181503922e+01	-1.0414137846944135e+02	7.8812797096664980e+01	-1.4533224772107573e+02	4.3965759069374556e+01	-4.6445749131243318e+01	3.1377096714104379e+01	-1.4580431600134526e+02	4.4260200766557269e+01	-4.8725746199208288e+01	3.1705190235452239e+01	
0646_412	0.09921914395968852	0.3748563969524982	0.1019233051566834	0.3620406651793082	4.2566128437137604e+03	1.4014125266417400e+03	-3.2265694212992588e+02	1.2062804561327513e+02	-1.7267499181423608e+02	1.1348718469293985e+02	-1.0976367825231333e+02	9.2870576777021711e+01	-4.8595492616179648e+01	3.5140723970621309e+01	-1.1059387129668687e+02	9.2788045311976902e+01	-4.9739205028707204e+01	3.5649223633566741e+01	
0646_414	0.09915221031846666	0.3435144248204872	0.1008310227667945	0.3377102600811563	6.1380378521909442e+03	1.5256792634019639e+03	-4.3878174583636564e+02	1.1720047988514916e+02	-1.3667569260136094e+02	8.6702298544092358e+01	-1.2789590514581025e+02	9.4388783950161397e+01	-4.8455091636993274e+01	2.8385651042237242e+01	-1.3041472664909500e+02	9.4325226483206762e+01	-4.8650656960893045e+01	2.9956368717563180e+01	
0646_416	0.09925746561199932	-0.06196981115071206	0.09929906934014519	-0.06081165874468109	6.9671451591586920e+03	1.2231683684437905e+03	-3.1815070869835517e+02	1.4388806356548733e+02	-8.1628999895285673e+01	6.4766889915410914e+01	-1.7863523879935096e+02	5.1739540887529351e+01	-4.2001234295158341e+01	3.6019882915082754e+01	-1.8349622975333511e+02	6.2079080562892102e+01	-4.4178899894898962e+01	3.7229897500104407e+01	
0646_417	0.09930295402668558	0.4059074505583365	0.09948131754305904	0.4061696992419987	3.7094738406336796e+03	1.4731752810567580e+03	-3.2002775407455238e+02	1.2833167143747878e+02	-1.6543018427923408e+02	1.0826628970434267e+02	-9.4598724779740067e+01	9.4154878154826832e+01	-3.9162831174909719e+01	3.9060587630508898e+01	-9.6007549936883791e+01	9.3858217379325311e+01	-4.0856331878838745e+01	3.9097121315036894e+01	
0646_420	0.0992825920983411	0.06330498985225071	0.09967303067185906	0.06319571475006874	6.8162197074245569e+03	1.0711450999159590e+03	-3.6962224436967568e+02	9.4496298521238515e+01	-9.3624640377892433e+01	5.9706964050986578e+01	-1.8253332393009637e+02	4.4095166264427746e+01	-4.7927329637234017e+01	3.0821419048153533e+01	-1.8726287798300433e+02	4.7172676703024337e+01	-4.8922140071764090e+01	3.1492603712091675e+01	
0646_421	0.09955813605997299	0.4360355470600555	0.1005514114619964	0.4293961892983625	3.3078876347776491e+03	1.4256807256749973e+03	-3.0137976888627270e+02	1.2776456697402990e+02	-2.2503096590038601e+02	9.5927927124105395e+01	-7.4513745819638274e+01	8.9530032360343711e+01	-5.0319164813846697e+01	3.8112009642052769e+01	-7.6885331083754210e+01	8.9404687058646516e+01	-5.1272757826713196e+01	3.8911000278276717e+01	
0646_424	0.09976970537965767	0.03157123762530747	0.09971509098765045	0.03159238252868444	6.3160597012745229e+03	1.0760260953725272e+03	-2.9067146278440754e+02	1.1286266295232728e+02	-9.0667878161739779e+01	5.3545908908134962e+01	-1.4939578930624623e+02	4.8645052290546467e+01	-4.0927937248350823e+01	3.1192973061436135e+01	-1.5362560364917127e+02	5.5162647726906755e+01	-4.5897892096434283e+01	3.1780295190021146e+01	
0646_425	0.1208007812528669	0.4719446988595961	0.1205565717681186	0.4669282104773557	4.1858052430820180e+03	1.2727836732566800e+03	-3.9084267258641336e+02	3.9755981854706761e+01	-3.8639539802299720e+02	7.2211814553327955e+01	-8.1344224000217409e+01	7.9034683958172309e+01	-5.2917345508927802e+01	4.1850334080128484e+01	-8.9750698119706200e+01	7.9039652603062393e+01	-5.5444835421878409e+01	4.4311129434456490e+01	
0646_426	0.1212059480802401	0.4695234190399528	0.1214212073137207	0.4702237302275563	3.9481222638516160e+03	1.2953733181874418e+03	-3.0828432077296873e+02	4.5180102083591457e+01	-2.5253486340044969e+02	4.5861248202679135e+01	-6.3216278026548586e+01	8.9560913040351494e+01	-5.0223822665758448e+01	3.9713133292584772e+01	-6.8196400536114041e+01	8.9926582459341844e+01	-5.2380459859102075e+01	4.1886123708915115e+01	
0646_432	0.1248945411689772	0.3442385319723155	0.1247409280857084	0.3422686022308684	4.1853539970296097e+03	1.1341520900647001e+03	-3.6095219932279076e+02	1.3415461124439383e+02	-1.4880582077255937e+02	1.0212802870955178e+02	-1.1265163010588228e+02	8.1720502837630320e+01	-4.5580131881352138e+01	3.9336553480680799e+01	-1.1292212356852413e+02	8.1633109263551432e+01	-4.5953561162391047e+01	3.9956461618170252e+01	
0646_433	0.1248310694227032	0.3128785328978038	0.1274522097865494	0.3097230003417565	4.5976874493956684e+03	1.1369204021448854e+03	-4.5782368106312020e+02	1.0578770279678760e+02	-1.3611043490185375e+02	8.9946884039073566e+01	-1.3750081111858844e+02	6.5715193243712193e+01	-5.3297520944055854e+01	3.2289856870241081e+01	-1.3964889783814323e+02	6.5693264364478907e+01	-5.5339146238614262e+01	3.2906357704361923e+01	
0646_442	0.1248916341753707	0.03197036579138147	0.1248943608946059	0.03222868423812437	5.8526447250473975e+03	1.0191234119775945e+03	-4.2647111393126119e+02	1.1716442921962928e+02	-9.6474269504073618e+01	6.2025152532814879e+01	-2.2055962408467096e+02	5.0798788045965068e+01	-4.7070763209484618e+01	3.2635423535181488e+01	-2.2501798972906874e+02	5.7190722963472588e+01	-4.9548154996498333e+01	3.4294730222246535e+01	
0646_444	0.1251126250282034	0.2183744071020558	0.1248775711892015	0.2213376652226908	4.5978501649311138e+03	1.0236126028535806e+03	-3.9008075582236103e+02	1.0089867040787065e+02	-1.1042758026696264e+02	7.7540389488391611e+01	-1.5436000545775522e+02	5.3287730082061721e+01	-5.0410561781049324e+01	3.4707966096577273e+01	-1.5472228387429868e+02	5.3581413825363612e+01	-5.1020470822811049e+01	3.5092311942119252e+01	
0646_447	0.1250996224726816	0.1253207264342214	0.1251532778034514	0.1258428492694472	5.1589093822793384e+03	9.3716045016334033e+02	-3.9900678695070593e+02	1.0492196368413141e+02	-1.0949708457593348e+02	7.3026419433758974e+01	-1.8414400047009522e+02	5.2433642355432099e+01	-5.2968323826789444e+01	3.6119985407096252e+01	-1.8662016119621035e+02	5.4313351245128509e+01	-5.4609019238480080e+01	3.7570608767521733e+01	
0646_460	0.1253698883440479	0.4375111742435606	0.1279086604009326	0.4303570710062739	3.2027652242995609e+03	1.2343100388095856e+03	-3.1194051484628272e+02	1.0847850782750395e+02	-1.7713892823681229e+02	9.0702328483390914e+01	-8.4577185036828098e+01	9.7831142266326125e+01	-5.5560227625906712e+01	3.7479953150576172e+01	-8.7220950461250069e+01	9.7666135272041245e+01	-5.7395363602013262e+01	3.8631781079031832e+01	
0646_462	0.1252977538873322	0.0945776670100333	0.1255892013548768	0.09428217175203009	6.5472305106757949e+03	1.1100978966239927e+03	-4.7537874635258925e+02	1.0842805864136066e+02	-9.7831739971076473e+01	6.3660659841315329e+01	-2.2811848977867785e+02	5.2994389029405994e+01	-4.8552198804030240e+01	3.3820198647547699e+01	-2.3195794862876298e+02	5.7881113073034030e+01	-4.9771278741974164e+01	3.4423576840023159e+01	
0646_469	0.1573324014252258	0.1875678942844025	0.1576379249140376	0.2010346119541051	4.2763041911172404e+03	9.0441358854001396e+02	-4.1463509962704563e+02	1.1753425903045708e+02	-1.4311291305865433e+02	8.7794912919660959e+01	-1.7232933038526861e+02	6.1456835429863879e+01	-6.7338165364849573e+01	4.2304410965510414e+01	-1.7293945104596628e+02	6.2038052288224918e+01	-6.6956039966792019e+01	4.1939488669688060e+01	
0646_490	0.157411007236446	0.06218856876829246	0.1577227621765508	0.06261847520071255	5.1127298858494141e+03	8.0589334706002296e+02	-4.3448369745455841e+02	1.3461719061506832e+02	-1.1758458739479174e+02	6.6184610059489941e+01	-2.1622084216722206e+02	6.1818848841001035e+01	-5.6245879139344922e+01	3.3769580559456195e+01	-2.2185431750194797e+02	6.8285317852955330e+01	-5.9287814687143587e+01	3.5515347535975309e+01	
0646_504	0.1964202468655291	0.4672941318743391	0.1974811443707309	0.4670134534208081	2.4176680401741419e+03	9.3787729307651955e+02	-3.6369127087094961e+02	1.3527995497737409e+01	-2.1404302353689704e+02	2.4062273641086001e+01	-8.4088577498910013e+01	1.4457672218184814e+02	-6.0008392111240603e+01	4.8784573125859083e+01	-8.9942049816724037e+01	1.4387082156963419e+02	-6.5374672886208614e+01	5.2313148903593053e+01	
0646_511	0.1983293431722107	0.3439120932854519	0.1998723717716097	0.3402875058044177	3.5078082558372776e+03	7.9138046262818432e+02	-5.5035679689289225e+02	1.7861666101195189e+02	-1.7781191131669328e+02	1.1990920257209991e+02	-1.6109597645386145e+02	1.1756840116099136e+02	-5.9278036362065485e+01	4.7768528004262734e+01	-1.6419142539379152e+02	1.1748729418635416e+02	-5.8763164464180612e+01	4.7322834612168620e+01	
