sample	init_young	init_poisson	opt_young	opt_poisson	init_wcs	opt_wcs	init_zcompress_min	init_zcompress_max	opt_zcompress_min	opt_zcompress_max	init_zcompress_sim_min	init_zcompress_sim_max	opt_zcompress_sim_min	opt_zcompress_sim_max	init_zcompress_sim_2x2x1_min	init_zcompress_sim_2x2x1_max	opt_zcompress_sim_2x2x1_min	opt_zcompress_sim_2x2x1_max
0746_355	0.3893562440966023	0.3691585033620358	0.3916380937497133	0.3685578941189522	3.4163330483390819e+03	7.8486023693087964e+02	-6.0492783194254753e+02	2.2678942383594429e+02	-2.8141832586983946e+02	1.3103647554240112e+02	-2.0502058721132033e+02	1.0295292928502167e+02	-1.1630236191713031e+02	7.2739722133832373e+01	-2.4865802730419284e+02	1.3884882175450534e+02	-1.1882143010562412e+02	7.2855759090289752e+01	
0746_357	0.3955067936113369	0.313817638331259	0.3973618749683512	0.3075146726029545	2.0989052930379521e+03	6.7477152378749929e+02	-4.8333805615509431e+02	2.8239182170807828e+02	-3.5641735033423083e+02	1.5198815656160670e+02	-2.0227947377566434e+02	1.1149633691953389e+02	-7.5949536706123951e+01	5.7830446514360268e+01	-2.3025415577562984e+02	1.0271125176568590e+02	-9.6690581937745122e+01	7.2104354842337372e+01	
0746_359	0.3953963246043792	0.2794562337427698	0.3901299565554633	0.2830738179562078	1.7734361064445193e+03	7.7329499086833653e+02	-4.9287105565305461e+02	2.9028560353485096e+02	-3.3046964648161497e+02	1.2154788614575506e+02	-2.1173177328501686e+02	1.0151873991565633e+02	-9.4084616180944877e+01	6.0412844295238138e+01	-2.3181770264728524e+02	1.0761224675258855e+02	-1.0243856584089808e+02	6.6135260968154810e+01	
0746_367	0.3967815674640909	0.2499996527173157	0.3995541513061064	0.2389321415723398	1.9178545499108898e+03	7.1327606164390352e+02	-4.9680056596988953e+02	2.7743935968433641e+02	-3.3963504687639113e+02	1.4185916406759446e+02	-2.2661431036169637e+02	1.0407743636122514e+02	-1.2204840171273895e+02	7.4768638615745871e+01	-2.4171535568106225e+02	1.0909462494082668e+02	-1.3151132897207589e+02	7.2878072006781508e+01	
0746_369	0.396825117716766	0.1875232104565293	0.3983553186443632	0.1857265748679351	1.3519953940937403e+03	5.9921676561133722e+02	-3.2049931057463237e+02	2.3763421486581115e+02	-2.2414059699387030e+02	1.4351960346493127e+02	-1.6647791456463429e+02	9.8439317725865820e+01	-9.9498958270764319e+01	6.7634015932566243e+01	-1.6843870323549268e+02	1.0149690444597867e+02	-1.0265761630193711e+02	7.0719791432939843e+01	
0746_380	0.487449187605617	0.3426969870603649	0.4931617627459517	0.3442872967546927	2.6723921544724190e+03	5.9697825468893302e+02	-6.6404204895971588e+02	2.1429061895520965e+02	-2.8734746147475465e+02	1.5032695129654041e+02	-2.3395581363508342e+02	1.0195358540663636e+02	-1.2077681623322593e+02	7.3344077951462225e+01	-2.7545284599043742e+02	1.0082082765593135e+02	-1.2196692620441087e+02	7.1969835093365191e+01	
0746_384	0.4992882016551406	0.3115929253253092	0.4974692801541511	0.3109347867119111	2.0516196712653255e+03	6.0731300592101707e+02	-5.9718565675736272e+02	2.9094844349749292e+02	-2.3550101368267687e+02	1.6702507140667799e+02	-2.4299215440516974e+02	1.0565913100823460e+02	-9.6034942154962650e+01	6.8757554741265565e+01	-2.6484759809024411e+02	1.0375138700697909e+02	-1.0166791429568421e+02	7.0458042187163258e+01	
0746_392	0.4999536110941621	0.2806772124995374	0.4967568615898891	0.280964386885159	1.6169194742470008e+03	5.7275949245332697e+02	-4.5197635916842819e+02	2.8426294811182606e+02	-3.7099526563491730e+02	1.3167025472061806e+02	-2.1476006188338297e+02	1.0790566930402781e+02	-1.0129085406394044e+02	6.9930418281653672e+01	-2.3015261543282585e+02	1.0440677227254257e+02	-1.2186964646699299e+02	7.0793339535409388e+01	
0746_409	0.6299839624983691	0.2499340691882402	0.6332058095279208	0.2475932992659491	1.5131628949928981e+03	4.9717670940043655e+02	-5.9285343943554915e+02	2.9636394019467701e+02	-3.4324868891193188e+02	1.4908907506751058e+02	-2.8409466890920828e+02	1.1125524197729851e+02	-1.2060593339570721e+02	7.7188039006884026e+01	-2.9936022127153370e+02	1.1680845697528216e+02	-1.2843556568199952e+02	7.5233224312839695e+01	
0746_422	0.7831747274938157	0.342391161551843	0.7843419974546395	0.334619580574543	3.0368569036412482e+03	7.4605229336834350e+02	-1.0814578548765123e+03	2.3583501008082453e+02	-3.5329205474002680e+02	1.8604492750095955e+02	-4.3970121950827649e+02	1.5659838528454873e+02	-1.6249109526890655e+02	9.2031006028244008e+01	-4.6498402834451480e+02	1.8023018599277609e+02	-1.6456498884305196e+02	9.0143351269211820e+01	
0746_424	0.7914280131474041	0.313006408403974	0.7968258660570341	0.3014015371042438	2.0233775529741679e+03	4.5504121402208727e+02	-8.7420073003091170e+02	2.1284625807050620e+02	-3.3420891551865611e+02	1.9216899344380127e+02	-3.3908737696042675e+02	1.2826762911517807e+02	-9.5651832731753871e+01	8.2949643063816382e+01	-3.7480626923820347e+02	1.2144300391899374e+02	-1.0205333737878284e+02	8.8804343860306929e+01	
0746_451	1.000533660991055	0.3432314495717242	1.008131408058773	0.3288308503140508	2.3691981476555861e+03	2.4367673150585615e+03	-1.1015910803702313e+03	2.0044764755993057e+02	-3.6392838312912011e+02	2.0798714296068715e+02	-4.3125222752328318e+02	1.5269234268642347e+02	-4.5400046414778166e+02	1.7058709429130062e+02	
0746_474	1.26044612177439	0.3121280617327896	1.248827938618527	0.3095304513645681	1.7810047951060110e+03	4.1217329624762846e+02	-1.1964278294380927e+03	1.8802929437996542e+02	-3.2335624166158391e+02	1.9411407845127590e+02	-4.3765003836230829e+02	1.1331835675291690e+02	-1.1117209805339292e+02	9.5969845466436738e+01	-4.7639091200753614e+02	1.0497571483365618e+02	-1.1323729624847550e+02	1.0772004018431015e+02	
0746_507	1.978708693872749	0.2822448293057358	1.984457867604448	0.2762772221968665	7.2457894405930278e+02	2.0671606999689652e+02	-8.3037966537115392e+02	2.4340444746275080e+02	-4.5950472689354928e+02	1.6239202156504169e+02	-3.5748115051130600e+02	1.0579767838350067e+02	-1.5289336385779120e+02	8.2453444861962268e+01	-3.7941107879016215e+02	1.0258981985247659e+02	-1.5451661372920120e+02	9.4915488073779883e+01	
0746_530	2.520000114779386	0.280486168461853	2.519992030186801	0.2800116400770759	7.1375347808392951e+02	1.7680285351532731e+02	-1.0056200952015049e+03	1.9868457113347603e+02	-3.4740908265096397e+02	1.8773936521809091e+02	-4.1939009232713346e+02	1.1360917419728425e+02	-1.5512338182390772e+02	9.1719623358643105e+01	-4.4298832197124148e+02	1.1029261999034276e+02	-1.6016811269652990e+02	1.0329492181964956e+02	
0746_544	3.170967394935492	0.2813186016643192	3.181386546536405	0.2808203179643228	6.1905077445142774e+02	1.3166710073220364e+02	-1.0591674578752320e+03	1.8682303988249112e+02	-4.6908545382445328e+02	1.9663715392778613e+02	-4.2381582067989495e+02	9.9147661196228157e+01	-1.7079955926023570e+02	8.0617780651885056e+01	-4.4756546995882456e+02	9.7199855671070623e+01	-1.7165163874461743e+02	8.9654399103963229e+01	
0746_561	3.994186927537619	0.2807660805660068	3.993019448549775	0.2798091700011598	5.1930909535885098e+02	1.0581449060759965e+02	-1.1153049249958492e+03	1.6088003177818902e+02	-4.2730312513112358e+02	1.6382121058177532e+02	-4.6066913801384823e+02	1.0375263135248021e+02	-1.6110196644255041e+02	9.6171408226092908e+01	-4.7720912301476898e+02	1.0331227541208541e+02	-1.6642511326226312e+02	1.0720774333304379e+02	
0746_566	4.001351108013732	0.1876253719996286	4.003184227403872	0.1879879466987496	6.3355855626741038e+02	1.1548030640795119e+02	-1.7189565291159934e+03	1.6028415419562782e+02	-4.8646706587862190e+02	1.5420882218748491e+02	-8.0396067206585565e+02	1.9704981575498894e+02	-1.9827932384842623e+02	1.3489946839239360e+02	-8.0918354379171353e+02	2.0747254184329753e+02	-2.0956799412437027e+02	1.4241684306749084e+02	
1053_198	0.2504846141309049	-0.1560713945008808	0.2500099986751979	-0.1558322366964912	2.4284708453191611e+03	7.8231790490927608e+02	-5.7640341894730057e+02	2.1646146943247754e+02	-1.5484449235115795e+02	1.1109533386028198e+02	-2.6754020815333689e+02	1.0856667802577155e+02	-7.1299689512911826e+01	5.4141173055878440e+01	-2.7710925207639502e+02	1.0992528419003574e+02	-7.4336673894586554e+01	5.5604607817365398e+01	
1053_237	0.3147455653246923	-0.1247410382902144	0.3239947621164584	-0.120845177699194	2.2729868272255462e+03	8.0157390444074383e+02	-6.6636035008270858e+02	2.4512182126911389e+02	-2.1930535183787256e+02	1.4334611818813204e+02	-3.0615250186354314e+02	1.2434094574852379e+02	-1.0176011372086987e+02	7.3782886618680635e+01	-3.2780453778358168e+02	1.2451422634641931e+02	-1.0602346725138992e+02	7.4652167371410513e+01	
1053_246	0.3155667910011919	-0.3119629060371195	0.3137377015127169	-0.3126501573238596	2.2208644864151502e+03	7.2549773425493231e+02	-6.4871637777611659e+02	2.2711478884202356e+02	-1.9686446366346726e+02	8.4353360708977917e+01	-2.9748236170790847e+02	1.0431039575329956e+02	-8.1545202889187635e+01	4.7698710134121804e+01	-3.0634073198312899e+02	1.0511800559707666e+02	-8.8116978180066042e+01	5.0091356741186289e+01	
1053_254	0.3956129260261447	-0.1252398713723108	0.4005329445126002	-0.1175049517066537	2.0313426281879763e+03	6.9508249360815512e+02	-7.5610835949995396e+02	4.1530823163165923e+02	-2.2829345424237243e+02	1.3006775943867493e+02	-3.9051305226291822e+02	1.4554631043186265e+02	-1.0932645695140268e+02	6.8798367067209583e+01	-3.9537919385760773e+02	2.1639979626109974e+02	-1.1231222005258191e+02	6.9798014609897152e+01	
1053_263	0.3965194571152695	-0.03145729236529236	0.3971297501351374	-0.02477707402095751	1.9330469546837976e+03	8.0690218963419795e+02	-7.2489278687896888e+02	3.6226944861922385e+02	-2.8981646336272343e+02	1.6235990008398784e+02	-4.0611235886374732e+02	1.3390009433721653e+02	-1.3641957408391804e+02	9.2541437929302319e+01	-4.0962908836920036e+02	1.8820093423943348e+02	-1.4196898028115871e+02	9.1092687072809468e+01	
1053_267	0.3968875746591122	-0.3436115605748446	0.402178950398031	-0.3383437203726369	2.0773842747194053e+03	7.6168868202211888e+02	-6.9113538942776051e+02	2.7374284356437568e+02	-2.2869925274639758e+02	9.7545299038803805e+01	-3.2234370199823411e+02	1.0585633215493731e+02	-9.9257928861725929e+01	6.2928384697278432e+01	-3.3629486913336376e+02	1.0872742358774238e+02	-1.0653287745557377e+02	6.4042774703538882e+01	
1053_273	0.3968801697128528	-0.2184996872566852	0.4072134415003641	-0.1852309859431885	1.8135353716116272e+03	6.3436218608064200e+02	-6.5143241224202916e+02	2.3852278942358623e+02	-1.6953675676475126e+02	1.1370740357995132e+02	-2.8457310532929193e+02	1.2071457643855869e+02	-9.9863321084534192e+01	6.3708300575021120e+01	-2.9991309202384548e+02	1.2648433313996907e+02	-1.0466394112097862e+02	6.4446519680571981e+01	
1053_274	0.396969352426283	0.06267110720027189	0.3987931023746241	0.0623578396922715	2.3956398061129421e+03	9.3266185634559190e+02	-8.9488843833523367e+02	3.8985791662137370e+02	-2.5423979294485477e+02	1.3393105097090495e+02	-4.7952372174552443e+02	1.4906326813391357e+02	-1.3535954706547156e+02	8.0413881816029317e+01	-4.8574817279918841e+02	1.9602546390164221e+02	-1.3781213485259588e+02	8.1625416174038165e+01	
1053_279	0.3974011979820061	0.2523892951551472	0.3948093793464931	0.2506421008152312	1.7228600397996631e+03	6.6613864777246374e+02	-4.2367509837017889e+02	1.6236947127600288e+02	-2.4562723654248435e+02	2.0480924190432057e+02	-1.9519034132224229e+02	1.1004104269602149e+02	-1.0279011390039256e+02	6.8796117223097923e+01	-2.0076439181611170e+02	1.0863501479281327e+02	-1.0828804811802991e+02	7.1743225791977707e+01	
1053_281	0.397228215156959	0.0311490686203467	0.4050044885958071	0.03330110356281391	2.5761071895244909e+03	7.0952751223455789e+02	-9.5783616069922368e+02	3.2519205544545446e+02	-2.4216643312220165e+02	1.2577811281077150e+02	-5.1533721445647882e+02	1.2183569399401898e+02	-1.1719469287058462e+02	6.6375558749745167e+01	-5.1549823347825202e+02	1.6770159308126094e+02	-1.2051277179450747e+02	6.5812800577968574e+01	
1053_291	0.4982001222936351	0.001197920514357519	0.5104850856609912	0.01168574264703321	1.6182016108674907e+03	5.9074750885388539e+02	-7.5021163393205336e+02	3.1763420924758157e+02	-2.4074464562358139e+02	1.7418626046795828e+02	-4.2031388321210744e+02	1.2917072769424757e+02	-1.1963082437438545e+02	8.7974210369504050e+01	-4.1856295127847847e+02	1.6502732965484068e+02	-1.2023901608511737e+02	8.8476431651609914e+01	
1053_301	0.5003585062562134	0.03125858831852539	0.5164199142093784	0.03674464136507015	1.4619854833691195e+03	6.1652316332131193e+02	-6.5455736031973072e+02	3.5366303634907734e+02	-2.7255559612696476e+02	1.2619545191219271e+02	-3.6534570270344540e+02	1.4057463849978896e+02	-1.3769406661527867e+02	6.4802580351714994e+01	-3.6328090974737603e+02	1.8183600068326405e+02	-1.3793719641335503e+02	6.7805926656603660e+01	
1053_303	0.4997844664580302	-0.09357527112196584	0.5048305886919413	-0.1053360513040205	1.9326067647925506e+03	4.8750660199271113e+02	-9.2999761826717452e+02	4.0756075691103149e+02	-2.2130387689753857e+02	1.4231272110890595e+02	-4.8271869942713164e+02	1.4239997554905489e+02	-1.0738216455582796e+02	7.3277166825774870e+01	-4.9013198620860612e+02	2.1803598790104394e+02	-1.0941143420084676e+02	7.4211956583443083e+01	
1053_311	0.5003361159148928	-0.2807881769689423	0.5247446564914906	-0.2594176887705238	1.4417360353605020e+03	6.0174273827748050e+02	-5.3691691174382697e+02	2.5964744610530323e+02	-2.2460152511046812e+02	8.8202574569391999e+01	-2.2837443287303296e+02	1.1145459944774291e+02	-9.4960123129071334e+01	5.8023480228690929e+01	-2.4087421940664368e+02	1.2340851568569755e+02	-1.0360553080504118e+02	6.4069091653221264e+01	
1053_312	0.5009848437643362	0.1563235774702207	0.4966687535795061	0.1617757711477486	2.0977749739274445e+03	6.1757462713867085e+02	-9.9318909015760528e+02	3.4566979913379441e+02	-2.9128083186362329e+02	1.7879011359170437e+02	-5.2768367443231273e+02	1.5192875157848812e+02	-1.4922101321923208e+02	1.0470744145429478e+02	-5.2600736043341465e+02	1.5864653430632106e+02	-1.4364015942343863e+02	1.0049557725439880e+02	
1053_327	0.6295190571106494	0.03100873001545557	0.6429678839494767	0.03042075315544758	1.4778026263076911e+03	5.1924398445056045e+02	-8.6390164650243423e+02	3.9703211012741559e+02	-3.1956351528012351e+02	2.0212885255396890e+02	-5.0102537949615498e+02	1.5957688478255855e+02	-1.7543942920429475e+02	7.8600089752395121e+01	-5.0157323679844399e+02	2.0781499726522426e+02	-1.7628440406742493e+02	1.0222060035482627e+02	
1053_331	0.6295589747866789	0.06271708234893091	0.6490634334537595	0.06252032850931771	1.4163521176266970e+03	5.2012916300365805e+02	-7.3422082824337360e+02	4.2397143031335736e+02	-2.6453403749597976e+02	1.7219588214264289e+02	-4.1434694318173791e+02	1.7764689822917421e+02	-1.6693602087136156e+02	6.9128284521220223e+01	-4.1148856929396277e+02	2.1689663584795545e+02	-1.6580632709280817e+02	8.7615232691666563e+01	
1053_344	0.6305768707821781	0.1564019389893451	0.6225540447914953	0.1524947322241369	1.4006733961940390e+03	5.4913448161946746e+02	-7.8260670086355503e+02	4.6329354888325645e+02	-3.3077715304942768e+02	2.0894102409898588e+02	-4.4354598660591165e+02	1.7747613717288877e+02	-1.6073748544374419e+02	9.5332532363789582e+01	-4.5181766276856138e+02	2.1564382319895773e+02	-1.7647652750437970e+02	9.1247742141436916e+01	
1053_348	0.6323123203045551	0.0929099908803476	0.6321033067738598	0.09339366510482659	1.5693097078894498e+03	5.3127126638116215e+02	-8.0138758177579689e+02	5.2154169784066607e+02	-2.8702386667174005e+02	1.4364318312356014e+02	-4.7097530972103254e+02	2.0889291353993448e+02	-1.4343015475209228e+02	6.9664526382245441e+01	-4.6576661868114547e+02	2.6241814336660570e+02	-1.4461396362563553e+02	6.9455030261609693e+01	
1053_359	0.7926442080571442	0.06211623218263738	0.8050771099207795	0.08246349533568223	1.2966246119306752e+03	4.5416586260404529e+02	-7.3727851840101221e+02	5.4957022043838288e+02	-2.7856202868633994e+02	1.7390398200013090e+02	-4.4628371733384279e+02	2.5159027735267881e+02	-1.3225787768180808e+02	9.0174913549883001e+01	-4.4396847156939515e+02	2.8155561468000468e+02	-1.3882842601320701e+02	9.3261591204117849e+01	
1053_361	0.7928065619291061	-0.2501444637192141	0.8020795299527705	-0.2373336590028568	1.4793312897830801e+03	4.7350967082739567e+02	-5.5559363621797547e+02	4.0225627743641149e+02	-2.3139509829349262e+02	1.2268817386375279e+02	-3.0176225915628720e+02	1.2716126451075854e+02	-1.1242223658269855e+02	8.6563177656170467e+01	-3.0913343531433327e+02	2.0914922894103725e+02	-1.1032934878322565e+02	8.4606844138764089e+01	
1053_367	0.7935457789027653	0.1262201573252722	0.8042165880661855	0.1166706475624779	1.0895541101954100e+03	5.3545123559856108e+02	-7.2886229833958578e+02	4.7659307574929221e+02	-3.8393123032233422e+02	2.0287843374371226e+02	-4.1354174961436661e+02	2.1047550654258157e+02	-1.7803632364083705e+02	8.6315231063682461e+01	-4.2797196989829951e+02	2.3659853886115303e+02	-1.9389169591051160e+02	9.2391423134829111e+01	
1053_371	0.7934250794912676	0.09337329693206739	0.7904915037259123	0.0934782827172809	1.0761265626780205e+03	4.6536180219517320e+02	-7.7584741563958653e+02	5.4925762932564089e+02	-2.8470073956895726e+02	1.6594836272585403e+02	-4.7634196993753750e+02	2.4349153384930008e+02	-1.4075800215933447e+02	7.8821169417577806e+01	-4.7272373063947214e+02	2.7642521666014358e+02	-1.4104526327277415e+02	9.0825056280169761e+01	
1053_377	0.794626452403931	0.156508849646236	0.7853027778070486	0.1628943624914124	1.1020839208239549e+03	4.9251564274569614e+02	-8.4412035625892963e+02	4.9492563700298342e+02	-3.7657005610439381e+02	2.9441335564025832e+02	-4.5338964176293121e+02	2.0678664134199315e+02	-1.7282212598617201e+02	1.3689694503451005e+02	-4.5150659247048742e+02	2.3312025775507402e+02	-1.7924621721936109e+02	1.3428133107076076e+02	
1053_383	0.796384510303786	-0.2177973384086479	0.8148116465637312	-0.2127693780386641	1.2518182405093985e+03	3.6230255386687764e+02	-6.4156759883161465e+02	4.4354920637858248e+02	-2.6957235370468516e+02	1.2319510078330839e+02	-3.5901408037549470e+02	1.4895872108093491e+02	-1.2696380642233528e+02	6.9705494166626352e+01	-3.6409386780576290e+02	2.2913457763736449e+02	-1.2985347950330120e+02	7.0738285899018365e+01	
1053_408	0.9998736827927264	-0.2192036571519143	1.017464397270841	-0.2149808930929492	1.2582731882077273e+03	3.4694265398982435e+02	-6.2818766520491658e+02	4.6021794705345980e+02	-2.9338001637094470e+02	1.4028794144922645e+02	-3.4913731224623729e+02	1.5007237638046897e+02	-1.3614619609522646e+02	8.2491106099159637e+01	-3.5852906467809885e+02	2.3395640736738378e+02	-1.4252586209433571e+02	8.4770298756892899e+01	
1053_41	0.09914376426323609	0.02882655803399763	0.08365103997390622	0.01123089852376359	1.5381717316488537e+05	4.7883272455745455e+03	-2.1616325997588583e+03	1.4766213521219111e+03	-2.3876259229617489e+02	1.3093902895974105e+02	-3.8207191329580309e+02	1.2298540546231411e+03	-1.1534795989084307e+02	6.3881046497888661e+01	-1.0933852218075720e+03	1.2623582252083304e+03	-1.1784663055024795e+02	6.5101286775464501e+01	
1053_415	1.001887093859835	0.09335074797402679	1.019239355440104	0.09613291640235455	1.0271403392514806e+03	3.5671749427057921e+02	-5.3679320240508594e+02	4.2841812196369210e+02	-2.9738969976440103e+02	1.7734928608885289e+02	-3.4509331205532970e+02	2.2788259791831777e+02	-1.5403460518356536e+02	8.3907785367439189e+01	-3.4106684070606497e+02	2.1652999634826929e+02	-1.5252512553243668e+02	9.3544305764661544e+01	
1053_443	1.261349383743659	0.1255354516514187	1.312438031827061	0.1165146355130769	9.1228446907989849e+02	3.4510452948924268e+02	-5.5255259276896015e+02	3.9675632384868749e+02	-4.2074627578648602e+02	2.0218201145825398e+02	-3.4145835851859829e+02	2.2003628169357881e+02	-1.9108790935672093e+02	9.9474128604307310e+01	-3.2936792298101761e+02	2.0997043850882804e+02	-2.2629523183062130e+02	1.1702030214479907e+02	
1053_477	1.588969031441241	0.1251315390043785	1.579609530998993	0.1227563291816165	7.8664461087395989e+02	2.8961691450501064e+02	-5.7464169024510988e+02	4.6253878933720165e+02	-4.1389042389416880e+02	1.7950272512487601e+02	-3.4505967077990408e+02	2.4260858320347563e+02	-2.3657703505088386e+02	8.6548706516566654e+01	-3.4099068910984045e+02	2.3362509492326103e+02	-2.3539301952406723e+02	9.4281016065457166e+01	
1053_484	1.58884363556482	0.09355237919558264	1.613310738129847	0.096448707000271	6.9061955447200432e+02	2.5089269739625206e+02	-5.4323016918655344e+02	4.8341844808825266e+02	-3.1469432001313862e+02	1.5868251405495189e+02	-3.2794875234923336e+02	2.3565434308083954e+02	-1.5335232705579477e+02	8.2017556416041529e+01	-3.2431868138940149e+02	2.4060444929330518e+02	-1.5365227386473657e+02	8.6735630776909915e+01	
1053_49	0.09925757309967126	0.2191657956590549	0.0990974570543969	0.2183549072424235	6.8729341169524259e+03	4.7481016439999948e+03	-2.7318412123374685e+02	1.7791091310800405e+02	-3.0469140995974806e+02	1.4035585417866295e+02	-1.2431685617464669e+02	5.8267542416817143e+01	-1.3587529244620521e+02	6.3599778935660844e+01	-1.2577411471145540e+02	5.8311103156584295e+01	-1.3860054212608958e+02	6.3701939649491322e+01	
1053_506	1.99922995794774	0.156459152877916	1.995162150394653	0.1556171267054344	6.3492128923264988e+02	2.2435471979811501e+02	-7.1796290435335084e+02	4.5089057229678332e+02	-4.2715551026673484e+02	1.6454598504621572e+02	-3.7112991616530638e+02	2.3076704364914735e+02	-2.3940208816375957e+02	7.8832419614207083e+01	-3.7338568726080501e+02	2.2497228006404541e+02	-2.3533870079301363e+02	9.6128866050354219e+01	
1053_516	2.002279778604701	0.2494738512724562	2.046004782734533	0.2431751048801272	6.0492147439545101e+02	2.0730201416713047e+02	-7.0530894265446466e+02	2.8853263894548934e+02	-3.8242550928074172e+02	2.1721556701640679e+02	-3.9036135132884931e+02	1.1533629681949860e+02	-1.8268366105864126e+02	8.6878513815818366e+01	-3.9654485543458230e+02	1.3098627741793743e+02	-1.8779755644568422e+02	1.0171846949982709e+02	
1053_53	0.09931031518360098	0.2201970485249409	0.09890374396404847	0.2198182462215169	1.1049489956164181e+04	5.2632904433887088e+03	-5.9959158723203939e+02	1.1742405022617443e+02	-3.2806010374847392e+02	1.3461504549209215e+02	-2.1249271366987176e+02	6.4571348082907448e+01	-1.3985624397941220e+02	6.8768770045021185e+01	-2.3753399909318875e+02	6.4400926308188644e+01	-1.4409571710269103e+02	6.9131455262101511e+01	
1053_535	2.52003986603352	0.06268791412712908	2.613167946498787	0.06421434440269172	6.6220835196726227e+02	2.6549644896347644e+02	-7.7878834002897236e+02	5.0835862919092330e+02	-5.1380084830271642e+02	2.9070945782690626e+02	-3.8205328364226688e+02	2.4471069389971652e+02	-2.7535389804831914e+02	1.3827572784385342e+02	-3.8335950040297405e+02	2.4751983880792477e+02	-2.7611752526563566e+02	1.4026017530328693e+02	
1053_537	2.519508076671008	0.1248739342767309	2.532934813233065	0.1258551525735569	5.9118646793815867e+02	1.8075772574820505e+02	-7.1365009156773635e+02	3.4333270177421616e+02	-4.1136398389956298e+02	1.9126751586178787e+02	-3.4348719460668161e+02	1.6983925765296468e+02	-2.0622560709205493e+02	1.0074769252428104e+02	-3.4693125043185461e+02	1.6811337026459074e+02	-2.0622820516712247e+02	1.0581182347824982e+02	
1053_546	2.520605744717095	0.1558666016062371	2.542958371087738	0.1520390467066867	7.2285612523047769e+02	1.7853460019344678e+02	-7.4768302043806523e+02	4.0051498646336785e+02	-4.6269911465952754e+02	1.9487163817289704e+02	-4.1047619007635546e+02	2.0738283963503235e+02	-2.3620492997300957e+02	9.9517652551084666e+01	-4.1175781330834837e+02	2.0354415298588955e+02	-2.3315948853206422e+02	1.0132495909182889e+02	
1053_571	3.170926737462309	0.1249127974275203	3.312523996419019	0.1279958785309626	5.9634342891219444e+02	2.1214941329082086e+02	-9.4162249381561935e+02	5.4082575974234589e+02	-5.6045224219318163e+02	2.6504694751554331e+02	-4.5282829969128545e+02	2.4116876402530264e+02	-2.9759948309806407e+02	1.2441100399351716e+02	-4.5615842943034210e+02	2.5078993536997822e+02	-2.9688625705554404e+02	1.2373286463052807e+02	
1053_572	3.171581783761626	0.18743960091439	3.194043956571774	0.1886791601623015	5.3206447841415627e+02	1.6504413079726143e+02	-1.1521270614624509e+03	3.4132609013138790e+02	-3.9882496970917089e+02	1.6993053436609316e+02	-5.5927846686255054e+02	2.0285636631143353e+02	-2.3409729071420458e+02	1.2106696966403933e+02	-5.5825880675211397e+02	2.0921942360685418e+02	-2.3048611612238142e+02	1.2512141775424621e+02	
1053_584	3.175695757074555	0.2813705611536129	3.177901674288997	0.2797379688379092	4.3644060316183590e+02	1.3025211689235556e+02	-1.0895718722854372e+03	2.4147750858005747e+02	-4.2352956613146625e+02	1.6668329069332418e+02	-4.4913785660079441e+02	2.7374910101099471e+02	-1.9604975509963074e+02	9.2254638566445408e+01	-4.5489006011501016e+02	3.0159821124285889e+02	-2.0701260770994696e+02	1.0337960369068641e+02	
1053_588	3.19593811398214	0.3122643025296594	3.202189154682602	0.3121416730436135	6.4207956276529592e+02	1.4666202346800483e+02	-1.1462202956637675e+03	2.5251632894518357e+02	-3.6889140499000621e+02	2.2422600753631480e+02	-4.7008464511442924e+02	2.8806171977655180e+02	-1.9555602835273510e+02	1.4979765872172800e+02	-5.4414239177915567e+02	3.4299374044349827e+02	-1.9730897363970593e+02	1.4869959262825989e+02	
1053_598	3.962077645238189	0.1078436057258403	4.034307713726157	0.1090900476767411	3.7483975936318933e+02	1.6466103418039273e+02	-1.0194942269125983e+03	5.6589787850312928e+02	-5.5750897264189564e+02	2.4155893896578917e+02	-5.2995708058167429e+02	2.7897213456370577e+02	-2.6299540005778493e+02	1.0362509181583596e+02	-5.3253618554885941e+02	2.8078967882423336e+02	-2.6389232770489497e+02	1.1487269513514669e+02	
1053_602	3.999195183572822	0.1562476205073431	4.044761477432887	0.1591935986682894	4.9517349459332712e+02	1.3159634257826940e+02	-8.9603863944273917e+02	3.8501360574631707e+02	-4.7645116796264546e+02	1.7443171153298610e+02	-4.3027535999669198e+02	1.9090565779382885e+02	-2.2802565440921921e+02	9.8059992933866795e+01	-4.3512679289884397e+02	1.9481217359428680e+02	-2.2854375235244746e+02	9.8344124139975435e+01	
1053_605	3.999340202878845	0.2186090613925072	4.017921873931284	0.2159070540560462	4.0998009891668011e+02	1.2927172855642411e+02	-1.0982894985291696e+03	2.5313590944186251e+02	-4.3340276715467576e+02	1.5013574161596841e+02	-5.1706026077200579e+02	2.6574234088250563e+02	-2.0057832595515603e+02	1.0143938212514757e+02	-5.1561588702640529e+02	2.7228747847960062e+02	-2.0382254729248467e+02	9.8150411411994313e+01	
1053_614	4.009016906515704	0.280826283346638	4.038153821623536	0.2743302086130655	3.0283888308658373e+02	1.0842575163672532e+02	-1.1080968121179665e+03	3.1689616634729333e+02	-4.6084008583952237e+02	1.6063876670721982e+02	-3.9606527830994247e+02	2.4268873462525593e+02	-1.8931578430262724e+02	9.9275231991680997e+01	-4.7766694612623166e+02	2.7240946703786011e+02	-1.9660287377844381e+02	1.0611696250721417e+02	
